name,mana,card_text,attack,health,durability,class,card_type,rarity,card_mark,minion_type,spell_school
sunreaver-warmage,5,Battlecry :  If you're holding a spell that costs (5) ore more  deal 4 damage ,4.0,4.0,,['Neutral'],Minion,Rare,4.1,,
sunscale-raptor,1,Frenzy :  Shuffle a Sunscale Raptor into your deck with permanent +2/+1 ,1.0,3.0,,['Hunter'],Minion,Rare,3.6,['Beast'],
sunstruck-henchman,4,At the start of your turn  this has a 50% chance to fall asleep ,6.0,5.0,,['Neutral'],Minion,Rare,1.4,,
sunwalker,6,Taunt  Divine Shield,4.0,5.0,,['Neutral'],Minion,Rare,3.7,,
sunwell-initiate,3,Frenzy :  Gain Divine Shield ,3.0,4.0,,['Neutral'],Minion,Common,2.6,,
sunwing-squawker,4,Battlecry :  Repeat the last spell you've cast on a friendly minion on this ,3.0,4.0,,['Paladin'],Minion,Common,4.0,['Beast'],
supercollider,5,After you attack a minion  force it to attack one of its neighbors ,1.0,,3.0,['Warrior'],Weapon,Epic,2.8,,
supreme-abyssal,8,Can't attack heroes ,12.0,12.0,,['Neutral'],Minion,Common,1.8,['Demon'],
supreme-archaeology,1,Quest :  Draw 20 cards Reward :  Tome of Origination ,,,,['Warlock'],Spell,Legendary,2.7,,
surging-tempest,1,Has +1 Attack while you have Overloaded Mana Crystals ,1.0,3.0,,['Shaman'],Minion,Common,4.6,['Elemental'],
surrender-to-madness,3,Destroy 3 of your Mana Crystals  Give all minions in your deck +2/+2 ,,,,['Priest'],Spell,Epic,2.8,,Shadow
survival-of-the-fittest,10,Give +4/+4 to all minions in your hand  deck  and battlefield ,,,,['Druid'],Spell,Epic,3.5,,
suspicious-alchemist,1,Battlecry :  Discover a spell  If your opponent guesses your choice  they get a copy ,1.0,3.0,,['Mage'],Minion,Rare,2.7,,
suspicious-peddler,2,Battlecry :  Discover a 1-Cost card  If your opponent guesses your choice  they get a copy ,2.0,3.0,,['Warlock'],Minion,Rare,1.9,['Undead'],
suspicious-pirate,3,Battlecry :  Discover a weapon  If your opponent guesses your choice  they get a copy ,3.0,4.0,,['Warrior'],Minion,Rare,2.2,['Pirate'],
suspicious-usher,1,Battlecry :  Discover a Legendary minion  If your opponent guesses your choice  they get a copy ,1.0,3.0,,['Priest'],Minion,Rare,3.0,,
swamp-dragon-egg,1,Deathrattle :  Add a random Dragon to your hand ,0.0,3.0,,['Neutral'],Minion,Common,2.5,,
swamp-king-dred,7,After your opponent plays a minion  attack it ,9.0,9.0,,['Hunter'],Minion,Legendary,4.1,['Beast'],
swamp-leech,1,Lifesteal,2.0,1.0,,['Neutral'],Minion,Common,2.2,['Beast'],
swampqueen-hagatha,7,Battlecry :  Add a 5/5 Horror to your hand  Teach it two Shaman spells ,5.0,5.0,,['Shaman'],Minion,Legendary,4.1,,
swarm-of-locusts,6,Summon seven 1/1 Locusts with Rush ,,,,['Hunter'],Spell,Rare,3.7,,
swashburglar,1,Battlecry :  Add a random card from another class to your hand ,1.0,2.0,,[],Minion,Common,4.3,['Pirate'],
sweeping-strikes,2,Give a minion Also damages minions next to whomever it attacks ,,,,['Warrior'],Spell,Rare,3.3,,
sweet-tooth,2,Corrupt :  Gain +2 Attack and Stealth ,3.0,2.0,,['Rogue'],Minion,Common,3.5,,
swift-messenger,4,RushEach turn this is in your hand  swap its Attack and Health ,2.0,6.0,,['Neutral'],Minion,Common,2.4,,
swiftscale-trickster,4,Battlecry :  Your next spell this turn costs (0) ,2.0,2.0,,['Rogue'],Minion,Rare,4.5,['Naga'],
swindle,2,Draw a spell Combo :  And a minion ,,,,['Rogue'],Spell,Common,4.7,,
swinetusk-shank,3,After you play a Poison  gain +1 Durability ,2.0,,2.0,['Rogue'],Weapon,Epic,3.9,,
swipe,4,Deal 4 damage to an enemy and 1 damage to all other enemies ,,,,['Druid'],Spell,,4.7,,
switcheroo,3,Draw 2 minions  Swap their Health ,,,,['Priest'],Spell,Common,3.8,,
sword-and-board,1,Deal 2 damage to a minion  Gain 2 Armor ,,,,['Warrior'],Spell,Common,3.0,,
sword-eater,4,TauntBattlecry :  Equip a 3/2 Sword ,2.0,5.0,,['Warrior'],Minion,Common,4.7,['Pirate'],
sword-of-justice,3,Whenever you summon a minion  give it +1/+1 and this loses 1 Durability ,1.0,,5.0,['Paladin'],Weapon,Epic,3.4,,
sword-of-the-fallen,2,After your hero attacks  cast a Secret from your deck ,1.0,,2.0,['Paladin'],Weapon,Rare,4.8,,
swordfish,3,Battlecry :  Dredge If it's a Pirate  give this weapon and the Pirate +2 Attack ,2.0,,3.0,['Rogue'],Weapon,Rare,4.4,,
sylvanas-the-accused,6,Battlecry :  Destroy an enemy minion Infuse (7) :  Take control of it instead ,5.0,5.0,,['Neutral'],Minion,Legendary,4.4,,
sylvanas-windrunner,6,Deathrattle :  Take control of a random enemy minion ,5.0,5.0,,['Neutral'],Minion,Legendary,4.8,,
symphony-of-sins,6,Discover and play a Movement  Shuffle the other 6 into your deck ,,,,['Warlock'],Spell,Legendary,4.7,,
synthesize,1,Add a random 1  2  and 3-Cost Elemental to your hand ,,,,['Mage'],Spell,Common,3.8,,
taelan-fordring,5,Taunt  Divine ShieldDeathrattle :  Draw your highest-Cost minion ,3.0,3.0,,['Neutral'],Minion,Legendary,4.2,,
tainted-zealot,2,Divine ShieldSpell Damage +1,1.0,1.0,,['Neutral'],Minion,Common,3.0,,
taintheart-tormenter,8,TauntYour opponent's spells cost (2) more ,8.0,8.0,,"['Hunter', 'Demon Hunter']",Minion,Rare,3.1,['Demon'],
tak-nozwhisker,7,Whenever you shuffle a card into your deck  add a copy to your hand ,6.0,6.0,,['Rogue'],Minion,Legendary,3.6,,
talented-arcanist,2,Battlecry :  Your next spell this turn has Spell Damage +2 ,1.0,3.0,,['Neutral'],Minion,Common,2.9,,
tame-beast-rank-1,2,Summon a 2/2 Beast with Rush  (Upgrades when you have 5 Mana ),,,,['Hunter'],Spell,Rare,2.9,,
tamsin-roame,3,Whenever you cast a Shadow spell that costs (1) or more  add a copy to your hand that costs (0) ,1.0,3.0,,['Warlock'],Minion,Legendary,4.6,,
tamsins-phylactery,4,Discover a friendly Deathrattle minion that died this game  Give your minions its Deathrattle ,,,,['Warlock'],Spell,Legendary,4.0,,Shadow
tanaris-hogchopper,4,Battlecry :  If your opponent's hand is empty  gain Charge ,4.0,4.0,,['Neutral'],Minion,Common,1.4,['Quilboar'],
tanglefur-mystic,3,Battlecry :  Add a random 2-Cost minion to each player's hand ,3.0,4.0,,['Neutral'],Minion,Common,2.2,,
tar-creeper,3,TauntHas +2 Attack during your opponent's turn ,1.0,5.0,,['Neutral'],Minion,Common,4.4,['Elemental'],
tar-lord,7,TauntHas +4 Attack during your opponent's turn ,1.0,11.0,,['Warrior'],Minion,Common,3.9,['Elemental'],
tar-lurker,5,TauntHas +3 Attack during your opponent's turn ,1.0,7.0,,['Warlock'],Minion,Common,3.2,['Elemental'],
target-dummy,0,Taunt,0.0,2.0,,['Neutral'],Minion,Rare,2.7,['Mech'],
taste-of-chaos,1,Deal 2 damage to a minion Finale :  Discover a Fel spell ,,,,"['Hunter', 'Demon Hunter']",Spell,Common,3.9,,Fel
tasty-flyfish,2,Deathrattle :  Give a Dragon in your hand +2/+2 ,2.0,2.0,,['Neutral'],Minion,Common,2.5,['Murloc'],
taurajo-brave,6,Frenzy :  Destroy a random enemy minion ,4.0,8.0,,['Neutral'],Minion,Rare,3.0,,
tauren-warrior,3,Taunt  Enrage :  +3 Attack,2.0,3.0,,['Neutral'],Minion,Common,1.9,,
tavish-stormpike,3,After a friendly Beast attacks  summon a Beast from your deck that costs (1) less ,2.0,5.0,,['Hunter'],Minion,Legendary,3.7,,
teachers-pet,5,TauntDeathrattle :  Summon a random 3-Cost Beast ,4.0,5.0,,"['Hunter', 'Druid']",Minion,Rare,3.9,['Beast'],
tear-reality,4,Add 2 random Mage spells from the past to your hand  They cost (2) less ,,,,['Mage'],Spell,Common,3.0,,Arcane
templar-captain,8,Rush  After this attacks a minion  summon a 5/5 Defender with Taunt ,8.0,8.0,,['Paladin'],Minion,Rare,4.2,,
temple-berserker,2,RebornHas +2 Attack while damaged ,1.0,2.0,,['Neutral'],Minion,Common,2.6,,
temple-enforcer,5,Battlecry :  Give a friendly minion +3 Health ,5.0,6.0,,['Priest'],Minion,Common,3.1,,
temporus,7,Battlecry :  Your opponent takes two turns  then you take two turns ,6.0,6.0,,['Priest'],Minion,Legendary,2.5,['Dragon'],
tenacious-sanlayn,5,LifestealWhenever this attacks  deal 2 damage to the enemy hero ,4.0,6.0,,['Neutral'],Minion,Rare,2.6,['Undead'],
tending-tauren,6,Choose One - Give your other minions +1/+1; or Summon two 2/2 Treants ,3.0,4.0,,['Druid'],Minion,Rare,3.7,,
tent-trasher,5,Rush  Costs (1) less for each friendly minion with unique minion type ,5.0,5.0,,['Warrior'],Minion,Epic,3.5,['Dragon'],
tentacle-of-nzoth,1,Deathrattle :  Deal 1 damage to all minions ,1.0,1.0,,['Neutral'],Minion,Common,2.9,,
tentacled-menace,5,Battlecry :  Each player draws a card  Swap their Costs ,6.0,5.0,,['Neutral'],Minion,Epic,2.7,,
tentacles-for-arms,5,Deathrattle :  Return this to your hand ,2.0,,2.0,['Warrior'],Weapon,Epic,1.6,,
tenwu-of-the-red-smoke,2,Battlecry :  Return a friendly minion to your hand  it costs (1) this turn ,3.0,2.0,,['Rogue'],Minion,Legendary,4.7,,
teron-gorefiend,3,Battlecry :  Destroy all friendly minions Deathrattle :  Resummon them with +1/+1 ,3.0,4.0,,['Neutral'],Minion,Legendary,3.9,,
terrorguard-escapee,3,Battlecry :  Summon three 1/1 Huntresses for your opponent ,3.0,7.0,,['Neutral'],Minion,Common,2.3,['Demon'],
terrorscale-stalker,3,Battlecry :  Trigger a friendly minion's Deathrattle ,3.0,3.0,,['Hunter'],Minion,Rare,4.0,,
tess-greymane,7,Battlecry :  Replay every card from another class you've played this game (targets chosen randomly) ,6.0,6.0,,['Rogue'],Minion,Legendary,4.4,,
test-subject,1,Deathrattle :  Shuffle any spells you cast on this minion to your deck ,0.0,2.0,,['Priest'],Minion,Rare,2.9,,
thaddius-monstrosity,10,TauntYour odd-Cost cards cost (1) (Swaps polarity each turn!),11.0,11.0,,['Neutral'],Minion,Legendary,2.9,['Undead'],
thassarian,4,RebornBattlecry and Deathrattle :  Deal 2 damage to a random enemy ,3.0,3.0,,['Death Knight'],Minion,Legendary,3.8,['Undead'],
the-amazing-reno,10,Battlecry :  Make all minions disappear *Poof!*,,,,['Mage'],Hero,Legendary,4.0,,
the-beast,6,Deathrattle :  Summon a 3/3 Finkle Einhorn for your opponent ,9.0,7.0,,['Neutral'],Minion,Legendary,2.4,['Beast'],
the-beast-within,1,Give a friendly Beast +1/+1  then it attacks a random enemy minion ,,,,['Hunter'],Spell,Epic,2.0,,
the-black-knight,4,Battlecry :  Destroy an enemy minion with Taunt ,4.0,4.0,,['Neutral'],Minion,Legendary,4.0,['Undead'],
the-boogeymonster,8,When this attacks and kills a minion  gain +2/+2 ,6.0,7.0,,['Neutral'],Minion,Legendary,1.7,,
the-boom-reaver,10,Battlecry :  Summon a copy of a minion in your deck  Give it Rush ,7.0,9.0,,['Warrior'],Minion,Legendary,2.7,,
the-boomship,9,Summon 3 random minions from your hand  Give them Rush ,,,,['Warrior'],Spell,Legendary,4.1,,
the-caverns-below,1,Quest :  Play four minions with the same name Reward :  Crystal Core ,,,,['Rogue'],Spell,Legendary,3.0,,
the-countess,7,Battlecry :  If your deck has no Neutral cards  add 3 Legendary Invitations to your hand ,7.0,7.0,,['Paladin'],Minion,Legendary,4.1,,
the-curator,7,TauntBattlecry :  Draw a Beast  Dragon  and Murloc from your deck ,4.0,6.0,,['Neutral'],Minion,Legendary,3.8,['Mech'],
the-dark-portal,4,Draw a minion  If you have at least 8 cards in hand  it costs (5) less ,,,,['Warlock'],Spell,Rare,2.8,,Fel
the-darkness,4,Starts dormant Battlecry :  Shuffle 3 Candles into the enemy deck  When drawn  this awakens ,20.0,20.0,,['Neutral'],Minion,Legendary,3.8,,
the-demon-seed,1,Questline :  Take 8 damage on your turns Reward :  Lifesteal  Deal 3 damage to the enemy hero ,,,,['Warlock'],Spell,Legendary,3.5,,
the-fires-of-zin-azshari,2,Replace your deck with minions that cost (5) or more  They cost (5) ,,,,['Warrior'],Spell,Epic,2.6,,Fire
the-fist-of-ra-den,4,After you cast a spell  summon a Legendary minion of that Cost  Lose 1 Durability ,1.0,,4.0,['Shaman'],Weapon,Legendary,3.9,,
the-forests-aid,8,TwinspellSummon five 2/2 Treants ,,,,['Druid'],Spell,Rare,2.6,,Nature
the-gardens-grace,10,Give a minion +5/+5 and Divine Shield  Costs (1) less for each Mana you've spent on Holy spells this game ,,,,['Paladin'],Spell,Epic,4.5,,Holy
the-glass-knight,4,Divine ShieldWhenever you restore Health  gain Divine Shield ,4.0,3.0,,['Paladin'],Minion,Legendary,3.4,,
the-harvester-of-envy,3,After you play a card copied from the opponent  steal the original ,4.0,3.0,,['Priest'],Minion,Legendary,3.3,,
the-jailer,10,Battlecry :  Destroy your deck  For the rest of the game  your minions are Immune ,10.0,10.0,,['Neutral'],Minion,Legendary,3.2,,
the-last-kaleidosaur,1,Quest :  Cast 6 spells on your minions Reward :  Galvadon ,,,,['Paladin'],Spell,Legendary,3.0,,
the-leviathan,7,Colossal +1Rush  Divine ShieldAfter this attacks  Dredge ,4.0,5.0,,['Paladin'],Minion,Legendary,4.4,['Mech'],
the-lich-king,8,TauntAt the end of your turn  add a random Death Knight card to your hand ,8.0,8.0,,['Neutral'],Minion,Legendary,4.8,,
the-light-it-burns,1,Deal damage to a minion equal to its Attack ,,,,['Priest'],Spell,Common,4.6,,Holy
the-lobotomizer,2,Honorable Kill :  Get a copy of the top card of your opponent's deck ,2.0,,2.0,['Rogue'],Weapon,Epic,2.6,,
the-lurker-below,6,Battlecry :  Deal 3 damage to an enemy minion  If it dies  repeat on one of its neighbors ,6.0,5.0,,['Shaman'],Minion,Legendary,3.7,,
the-marsh-queen,1,Quest :  Play seven 1-Cost minions Reward :  Queen Carnassa ,,,,['Hunter'],Spell,Legendary,4.3,,
the-mistcaller,6,Battlecry :  Give all minions in your hand and deck +1/+1 ,4.0,4.0,,['Shaman'],Minion,Legendary,3.5,,
the-nameless-one,4,Battlecry :  Choose a minion  Become a 4/4 copy of it  then Silence it  ,4.0,4.0,,['Priest'],Minion,Legendary,4.5,,
the-one-amalgam-band,7,Battlecry :  Gain a random bonus effect for each minion type you've played this game ,6.0,6.0,,['Neutral'],Minion,Legendary,3.8,['Amalgam'],
the-purator,5,TauntBattlecry :  If your deck has no Neutral cards  draw a minion of each minion type ,4.0,6.0,,['Paladin'],Minion,Legendary,4.4,,
the-rat-king,5,Rush  Deathrattle :  Go Dormant  Revive after 5 friendly minions die ,5.0,5.0,,['Hunter'],Minion,Legendary,3.5,['Beast'],
the-runespear,8,After your hero attacks  Discover a spell and cast it with random targets ,3.0,,3.0,['Shaman'],Weapon,Legendary,1.9,,
the-scourge,9,Fill your board with random Undead ,,,,['Death Knight'],Spell,Legendary,3.5,,Shadow
the-skeleton-knight,6,Deathrattle :  Reveal a minion in each deck  If yours costs more  return this to your hand ,7.0,4.0,,['Neutral'],Minion,Legendary,2.4,,
the-soularium,1,Draw 3 cards  At the end of your turn  discard them ,,,,['Warlock'],Spell,Legendary,4.5,,Shadow
the-stonewright,4,Battlecry :  For the rest of the game  your Totems have +2 Attack ,5.0,4.0,,['Shaman'],Minion,Legendary,3.0,,
the-storm-bringer,6,Transform your minions into random Legendary minions ,,,,['Shaman'],Spell,Legendary,3.0,,Nature
the-sunwell,9,Fill your hand with random spells  Costs (1) less for each other card in your hand ,,,,['Neutral'],Spell,Legendary,2.6,,Holy
the-voraxx,4,After you cast a spell on this minion  summon a 1/1 Plant and cast another copy on it ,3.0,3.0,,['Neutral'],Minion,Legendary,3.8,,
theft-accusation,1,Choose a minion  Destroy it after you play a card copied from the opponent ,,,,['Priest'],Spell,Rare,2.8,,Shadow
theotar-the-mad-duke,6,Battlecry :  Discover a card in each player's hand and swap them ,4.0,4.0,,['Neutral'],Minion,Legendary,4.3,,
thickhide-kodo,4,TauntDeathrattle :  Gain 5 Armor ,3.0,5.0,,['Druid'],Minion,Common,3.9,['Beast'],
thing-from-below,6,TauntCosts (1) less for each Totem you've summoned this game ,5.0,5.0,,['Shaman'],Minion,Rare,4.7,,
thistle-tea,6,Draw a card  Add 2 extra copies of it to your hand ,,,,['Rogue'],Spell,Rare,2.7,,
thoribelore,4,Rush  Deathrattle :  Go Dormant  Cast a Fire spell to revive Thori'belore!,4.0,4.0,,['Warrior'],Minion,Legendary,3.7,"['Elemental', 'Beast']",
thorngrowth-sentries,2,Summon two 1/2 Turtles with Taunt ,,,,['Druid'],Spell,Common,3.7,,Nature
thornmantle-musician,1,Finale :  The next Beast you summon gets +1/+1 ,1.0,3.0,,['Hunter'],Minion,Common,3.9,['Quilboar'],
thoughtsteal,2,Copy 2 cards in your opponent's deck and add them to your hand ,,,,['Priest'],Spell,Common,4.0,,Shadow
thrall-deathseer,5,Battlecry :  Transform your minions into random ones that cost (2) more ,,,,['Shaman'],Hero,Legendary,4.4,,
thrallmar-farseer,3,Windfury,2.0,3.0,,['Neutral'],Minion,Common,1.9,,
thrive-in-the-shadows,2,Discover a spell from your deck ,,,,['Priest'],Spell,Rare,4.4,,Shadow
throw-glaive,1,Deal 2 damage to a minion  If it dies  add a temporary copy of this card to your hand ,,,,"['Hunter', 'Demon Hunter']",Spell,Rare,3.6,,
thunder-bluff-valiant,5,Inspire :  Give your Totems +2 Attack ,3.0,6.0,,['Shaman'],Minion,Rare,4.4,,
thunder-lizard,3,Battlecry :  If you played an Elemental Last turn  Adapt ,3.0,3.0,,['Neutral'],Minion,Common,3.1,['Beast'],
thunderhead,4,After you play a card with Overload  summon two 1/1 Sparks with Rush ,3.0,6.0,,['Shaman'],Minion,Epic,4.1,['Elemental'],
tickatus,6,Battlecry :  Remove the top 5 cards from your deck Corrupt :  Your opponent's deck instead ,8.0,8.0,,['Warlock'],Minion,Legendary,4.7,['Demon'],
ticket-master,3,Deathrattle :  Shuffle 3 Tickets into your deck  When drawn  summon a 3/3 Plush Bear ,4.0,3.0,,['Rogue'],Minion,Rare,3.7,,
ticket-scalper,4,Overkill :  Draw 2 cards ,5.0,3.0,,['Neutral'],Minion,Common,2.8,['Pirate'],
ticking-abomination,4,Deathrattle :  Deal 5 damage to your minions ,5.0,6.0,,['Neutral'],Minion,Rare,1.8,,
tidal-revenant,8,Battlecry :  Deal 5 damage  Gain 8 Armor ,5.0,8.0,,['Warrior'],Minion,Common,3.0,['Elemental'],
tidal-surge,3,LifestealDeal 4 damage to a minion ,,,,['Shaman'],Spell,Common,3.2,,Nature
tidal-wave,8,LifestealDeal 3 damage to all minions ,,,,['Shaman'],Spell,Common,3.7,,Nature
tidelost-burrower,4,Battlecry :  Dredge  If it's a Murloc  summon a 2/2 copy of it ,4.0,4.0,,['Shaman'],Minion,Common,4.0,['Murloc'],
tight-lipped-witness,3,Secrets can't be revealed ,2.0,5.0,,['Neutral'],Minion,Epic,2.4,,
timber-tambourine,4,Deathrattle :  Summon 1 5/5 Ancient  (Play cards that cost (5) or more while equipped to improve!),2.0,,3.0,['Druid'],Weapon,Epic,3.6,,
timber-wolf,1,Your other Beasts have +1 Attack ,1.0,1.0,,['Hunter'],Minion,,2.7,['Beast'],
time-out,3,Your hero is Immune until your next turn ,,,,['Paladin'],Spell,Common,4.2,,
time-rip,5,Destroy a minion  Invoke Galakrond ,,,,['Priest'],Spell,Rare,4.3,,
timewarden,3,Battlecry :  Until the end of your next turn  Dragons you summon gain Taunt and Divine Shield ,3.0,4.0,,['Paladin'],Minion,Epic,4.1,['Dragon'],
tinkers-sharpsword-oil,4,Give your weapon +3 Attack  Combo :  Give a random friendly minion +3 Attack ,,,,['Rogue'],Spell,Common,4.5,,
tinkertown-technician,3,Battlecry :  If you have a Mech  gain +1/+1 and add a Spare Part to your hand ,3.0,3.0,,['Neutral'],Minion,Common,4.2,,
tinkmaster-overspark,3,Battlecry :  Transform another random minion into a 5/5 Devilsaur or a 1/1 Squirrel ,3.0,3.0,,['Neutral'],Minion,Legendary,2.5,,
tiny-knight-of-evil,2,Whenever you discard a card  gain +1/+1 ,3.0,2.0,,['Warlock'],Minion,Rare,2.6,['Demon'],
tiny-toys,6,Summon four random 5-Cost minions  Make them 2/2 ,,,,['Shaman'],Spell,Epic,3.7,,
tinyfins-caravan,2,At the start of your turn  draw a Murloc ,1.0,3.0,,['Shaman'],Minion,Rare,2.7,,
tip-the-scales,8,Summon 7 Murlocs from your deck ,,,,['Paladin'],Spell,Epic,3.2,,
tirion-fordring,8,Divine Shield  Taunt  Deathrattle :  Equip a 5/3 Ashbringer ,6.0,6.0,,['Paladin'],Minion,Legendary,4.8,,
to-my-side,6,Summon an Animal Companion  or 2 if your deck has no minions ,,,,['Hunter'],Spell,Epic,1.6,,
to-the-front,2,Your minions cost (2) less this turn  but not less than (1) ,,,,['Warrior'],Spell,Rare,3.9,,
toad-of-the-wilds,2,TauntBattlecry :  If you're ho lding a Nature spell  gain +2 Health ,2.0,2.0,,['Neutral'],Minion,Common,3.8,['Beast'],
togwaggles-scheme,1,Choose a minion  Shuffle 1 copy of it into your deck (Upgrades each turn!),,,,['Rogue'],Spell,Rare,4.0,,
toki-time-tinker,6,Battlecry :  Add a random Legendary minion from the past to your hand ,5.0,5.0,,['Mage'],Minion,Legendary,3.3,,
tolvir-stoneshaper,4,Battlecry :  If you played an Elemental last turn  gain Taunt and Divine Shield ,3.0,5.0,,['Neutral'],Minion,Rare,4.5,,
tolvir-warden,5,Battlecry :  Draw two 1-Cost minions from your deck ,3.0,5.0,,['Hunter'],Minion,Rare,3.6,,
tomb-guardians,4,Summon two 2/2 Zombies with Taunt  Spend 4 Corpses to give them Reborn ,,,,['Death Knight'],Spell,Rare,3.4,,Shadow
tomb-lurker,5,Battlecry :  Add a random Deathrattle minion that died this game to your hand ,5.0,3.0,,['Neutral'],Minion,Epic,2.7,,
tomb-pillager,4,Deathrattle :  Add a Coin to your hand ,5.0,4.0,,['Rogue'],Minion,Common,4.6,,
