,name,cardSet,type,text,playerClass,rarity,health,mechanics,cost,attack,race,spellSchool,durability,Category,armor,multiClassGroup
14313,Metamorfin,United in Stormwind,Minion,"<b>Taunt</b>\n<b>Battlecry:</b> If you've cast a Fel spell this turn, gain +2/+2.",Demon Hunter,Common,2.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",1.0,1.0,Murloc,,,United in Stormwind,,
14316,Overdraft,United in Stormwind,Spell,[x]<b>Tradeable</b>\nUnlock your <b>Overloaded</b>\nMana Crystals to deal\nthat much damage.,Shaman,Epic,,"[{'name': 'Tradeable'}, {'name': 'Overload'}, {'name': 'AffectedBySpellPower'}]",1.0,,,,,United in Stormwind,,
14317,Parrrley,United in Stormwind,Spell,Swap this for a card in your opponent's deck.,Rogue,Rare,,,1.0,,,,,United in Stormwind,,
14319,Peasant,United in Stormwind,Minion,"At the start of your turn, draw a card.",Neutral,Common,1.0,,1.0,2.0,,,,United in Stormwind,,
14320,Prismatic Jewel Kit,United in Stormwind,Weapon,"[x]After a friendly minion loses\n<b>Divine Shield</b>, give minions\nin your hand  +1/+1.\nLose 1 Durability.",Paladin,Rare,,[{'name': 'Divine Shield'}],1.0,,,,3.0,United in Stormwind,,
14321,Raid the Docks,United in Stormwind,Spell,[x]<b>Questline:</b> Play 3 Pirates.\n<b>Reward:</b> Draw a weapon.,Warrior,Legendary,,[{'name': 'Questline'}],1.0,,,,,United in Stormwind,,
14325,Rise to the Occasion,United in Stormwind,Spell,<b>Questline:</b> Play 3 different 1-Cost cards.\n<b>Reward:</b> Equip a 1/4 Light's Justice.,Paladin,Legendary,,[{'name': 'Questline'}],1.0,,,,,United in Stormwind,,
14334,Seek Guidance,United in Stormwind,Spell,"[x]<b>Questline:</b> Play a 2, 3,\nand 4-Cost card.\n<b>Reward:</b> <b>Discover</b> a card\nfrom your deck.",Priest,Legendary,,"[{'name': 'Questline'}, {'name': 'Discover'}]",1.0,,,,,United in Stormwind,,
14336,Shadowblade Slinger,United in Stormwind,Minion,"[x]<b>Battlecry:</b> If you've taken\ndamage this turn, deal that\n_much to an enemy minion.",Warlock,Common,1.0,[{'name': 'Battlecry'}],1.0,2.0,Pirate,,,United in Stormwind,,
14337,Shard of the Naaru,United in Stormwind,Spell,<b>Tradeable</b>\n<b>Silence</b> all enemy minions.,Priest,Common,,"[{'name': 'Tradeable'}, {'name': 'Silence'}]",1.0,,,Holy,,United in Stormwind,,
14339,Shiver Their Timbers!,United in Stormwind,Spell,"Deal $2 damage to a minion. If you control a Pirate, deal $5 instead.",Warrior,Rare,,,1.0,,,,,United in Stormwind,,
14340,SI:7 Extortion,United in Stormwind,Spell,<b>Tradeable</b>\nDeal $3 damage to an undamaged character.,Rogue,Rare,,[{'name': 'Tradeable'}],1.0,,,,,United in Stormwind,,
14341,Sigil of Alacrity,United in Stormwind,Spell,"[x]At the start of your next\nturn, draw a card and\n_reduce its Cost by (1).",Demon Hunter,Rare,,,1.0,,,Shadow,,United in Stormwind,,
14343,Sorcerer's Gambit,United in Stormwind,Spell,"<b>Questline:</b> Cast a Fire, Frost, and Arcane spell. <b>Reward: </b>Draw a spell.",Mage,Legendary,,[{'name': 'Questline'}],1.0,,,,,United in Stormwind,,
14344,Sow the Soil,United in Stormwind,Spell,<b>Choose One</b> - Give your minions +1 Attack; or_ Summon a 2/2 Treant.,Druid,Common,,,1.0,,,Nature,,United in Stormwind,,
14348,Stockades Guard,United in Stormwind,Minion,[x]<b>Battlecry:</b> Give a\nfriendly minion <b>Taunt</b>.,Neutral,Common,3.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",1.0,1.0,,,,United in Stormwind,,
14353,The Demon Seed,United in Stormwind,Spell,[x]<b>Questline:</b> Take 8\ndamage on your turns.\n<b>Reward:</b> <b>Lifesteal</b>. Deal $3\ndamage to the enemy hero.,Warlock,Legendary,,"[{'name': 'Questline'}, {'name': 'Lifesteal'}]",1.0,,,,,United in Stormwind,,
14355,Touch of the Nathrezim,United in Stormwind,Spell,"[x]Deal $2 damage to a\nminion. If it dies, restore\n3 Health to your hero.",Warlock,Rare,,,1.0,,,Shadow,,United in Stormwind,,
14358,Vibrant Squirrel,United in Stormwind,Minion,"[x]<b>Deathrattle:</b> Shuffle 4 Acorns\ninto your deck. When drawn,\nsummon a 2/1 Squirrel.",Druid,Rare,1.0,[{'name': 'Deathrattle'}],1.0,2.0,Beast,,,United in Stormwind,,
14359,Voidtouched Attendant,United in Stormwind,Minion,Both heroes take one extra damage from all sources.,Priest,Epic,3.0,[{'name': 'Aura'}],1.0,1.0,,,,United in Stormwind,,
14360,Wicked Shipment,United in Stormwind,Spell,"[x]<b>Tradeable</b>\nSummon @ 1/1 |4(Imp, Imps).\n<i>(Upgrades by 2\nwhen <b>Traded</b>!)</i>",Warlock,Common,,[{'name': 'Tradeable'}],1.0,,,,,United in Stormwind,,
14362,Auctioneer Jaxon,United in Stormwind,Minion,"[x]Whenever you <b>Trade</b>,\n<b>Discover</b> a card from your\n_deck to draw instead.",Neutral,Legendary,3.0,"[{'name': 'Tradeable'}, {'name': 'Discover'}]",2.0,2.0,,,,United in Stormwind,,
14363,Auctionhouse Gavel,United in Stormwind,Weapon,"[x]After your hero attacks,\nreduce the Cost of a\n<b>Battlecry</b> minion in\nyour hand by (1).",Shaman,Rare,,[{'name': 'Battlecry'}],2.0,2.0,,,2.0,United in Stormwind,,
14366,Bloodbound Imp,United in Stormwind,Minion,"Whenever this attacks, deal 2 damage to your_hero.",Warlock,Common,5.0,,2.0,2.0,Demon,,,United in Stormwind,,
14367,Bolner Hammerbeak,United in Stormwind,Minion,"[x]After you play a <b>Battlecry</b>\nminion, repeat the first\n__<b>Battlecry</b> played this turn._",Shaman,Legendary,4.0,[{'name': 'Battlecry'}],2.0,1.0,,,,United in Stormwind,,
14375,Celestial Ink Set,United in Stormwind,Weapon,"[x]After you spend 5 Mana on\nspells, reduce the cost of a\nspell in your hand by (5).\nLose 1 Durability.",Mage,Rare,,,2.0,,,,2.0,United in Stormwind,,
14376,City Tax,United in Stormwind,Spell,[x]<b>Tradeable</b>\n<b>Lifesteal</b>. Deal $1 damage\nto all enemy minions.,Paladin,Common,,"[{'name': 'Tradeable'}, {'name': 'Lifesteal'}]",2.0,,,,,United in Stormwind,,
14377,Composting,United in Stormwind,Spell,"Give your minions\n""<b>Deathrattle:</b> Draw\n__a card.""",Druid,Epic,,[{'name': 'Deathrattle'}],2.0,,,Nature,,United in Stormwind,,
14384,Deeprun Engineer,United in Stormwind,Minion,<b>Battlecry:</b> <b>Discover</b> a Mech. It costs (1) less.,Neutral,Common,2.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",2.0,1.0,,,,United in Stormwind,,
14385,Defias Leper,United in Stormwind,Minion,"[x]<b>Battlecry:</b> If you're holding\na Shadow spell, deal\n2 damage.",Priest,Common,2.0,[{'name': 'Battlecry'}],2.0,3.0,Pirate,,,United in Stormwind,,
14386,Doggie Biscuit,United in Stormwind,Spell,"[x]<b>Tradeable</b>\nGive a minion +2/+3.\nAfter you <b>Trade</b> this, give\na friendly minion <b>Rush</b>.",Hunter,Rare,,"[{'name': 'Tradeable'}, {'name': 'Rush'}]",2.0,,,,,United in Stormwind,,
14388,Encumbered Pack Mule,United in Stormwind,Minion,"[x]<b>Taunt</b>\nWhen you draw this, add a\n_copy of it to your hand.",Neutral,Rare,3.0,[{'name': 'Taunt'}],2.0,2.0,Beast,,,United in Stormwind,,
14390,Fel Barrage,United in Stormwind,Spell,"[x]Deal $2 damage to\nthe lowest Health\nenemy, twice.",Demon Hunter,Common,,,2.0,,,Fel,,United in Stormwind,,
14391,Florist,United in Stormwind,Minion,"[x]At the end of your turn,\nreduce the cost of a Nature\n_spell in your hand by (1).",Neutral,Common,3.0,,2.0,2.0,,,,United in Stormwind,,
14395,Garrote,United in Stormwind,Spell,[x]Deal $2 damage to the\nenemy hero. Shuffle 2\nBleeds into your deck that\ndeal $2 more when drawn.,Rogue,Epic,,,2.0,,,,,United in Stormwind,,
14399,Harbor Scamp,United in Stormwind,Minion,<b>Battlecry:</b> Draw a Pirate.,Warrior,Common,2.0,[{'name': 'Battlecry'}],2.0,2.0,Pirate,,,United in Stormwind,,
14401,Ignite,United in Stormwind,Spell,Deal $@ damage. Shuffle an Ignite into\nyour deck that deals\none more damage.,Mage,Epic,,,2.0,,,Fire,,United in Stormwind,,
14403,Jerry Rig Carpenter,United in Stormwind,Minion,<b>Battlecry:</b> Draw a <b>Choose One</b> spell and split it.,Druid,Rare,1.0,[{'name': 'Battlecry'}],2.0,2.0,Pirate,,,United in Stormwind,,
14411,Maestra of the Masquerade,United in Stormwind,Minion,You start the game as a different class until you play a Rogue card.,Rogue,Legendary,2.0,,2.0,3.0,,,,United in Stormwind,,
14412,Mailbox Dancer,United in Stormwind,Minion,[x]<b>Battlecry:</b> Add a Coin\nto your hand.\n<b>Deathrattle:</b> Give your\nopponent one.,Neutral,Rare,2.0,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}]",2.0,3.0,,,,United in Stormwind,,
14413,Man the Cannons,United in Stormwind,Spell,Deal $3 damage to a minion and $1 damage to all other minions.,Warrior,Common,,,2.0,,,,,United in Stormwind,,
14416,Moonlit Guidance,United in Stormwind,Spell,"[x]<b>Discover</b> a copy of\na card in your deck.\nIf you play it this turn,\ndraw the original.",Druid,Rare,,[{'name': 'Discover'}],2.0,,,Arcane,,United in Stormwind,,
14417,Noble Mount,United in Stormwind,Spell,"G[x]ive a minion +1/+1\nand <b>Divine Shield</b>.\nWhen it dies, summon\na Warhorse.",Paladin,Rare,,[{'name': 'Divine Shield'}],2.0,,,,,United in Stormwind,,
14418,Pandaren Importer,United in Stormwind,Minion,[x]<b>Battlecry:</b> <b>Discover</b> a\nspell that didn't start\nin your deck.,Neutral,Common,3.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",2.0,1.0,,,,United in Stormwind,,
14423,Prestor's Pyromancer,United in Stormwind,Minion,<b>Battlecry:</b> Your next\nFire spell has <b>Spell\nDamage +2</b>.,Mage,Common,3.0,[{'name': 'Battlecry'}],2.0,2.0,,,,United in Stormwind,,
14426,Shadowcloth Needle,United in Stormwind,Weapon,"[x]After you cast a Shadow\nspell, deal 1 damage\nto all enemies.\nLose 1 Durability.",Priest,Rare,,,2.0,,,,3.0,United in Stormwind,,
14427,SI:7 Skulker,United in Stormwind,Minion,[x]<b>Stealth</b>\n<b>Battlecry:</b> The next card\n__you draw costs (1) less.,Neutral,Common,2.0,"[{'name': 'Battlecry'}, {'name': 'Stealth'}]",2.0,2.0,,,,United in Stormwind,,
14429,Stockades Prisoner,United in Stormwind,Minion,"[x]Starts <b>Dormant</b>.\nAfter you play 3 cards,\nthis awakens.",Neutral,Epic,4.0,,2.0,5.0,,,,United in Stormwind,,
14444,Twilight Deceptor,United in Stormwind,Minion,"<b>Battlecry:</b> If any hero took damage this turn, draw a Shadow spell.",Priest,Common,3.0,[{'name': 'Battlecry'}],2.0,2.0,,,,United in Stormwind,,
14446,Wickerclaw,United in Stormwind,Minion,"After your hero gains Attack, this minion\ngains +2 Attack.",Druid,Common,4.0,,2.0,1.0,Beast,,,United in Stormwind,,
14451,Aimed Shot,United in Stormwind,Spell,Deal $3 damage. Your next Hero Power deals 2 more damage.,Hunter,Common,,,3.0,,,,,United in Stormwind,,
14452,Alliance Bannerman,United in Stormwind,Minion,[x]<b>Battlecry:</b> Draw a minion.\nGive minions in your\nhand +1/+1.,Paladin,Common,1.0,[{'name': 'Battlecry'}],3.0,2.0,,,,United in Stormwind,,
14453,Amulet of Undying,United in Stormwind,Spell,"[x]<b>Tradeable</b>\nResurrect @ friendly\n<b>Deathrattle</b> |4(minion, minions).\n<i>(Upgrades when <b>Traded</b>!)</i>",Priest,Common,,"[{'name': 'Tradeable'}, {'name': 'Deathrattle'}]",3.0,,,Shadow,,United in Stormwind,,
14454,Brilliant Macaw,United in Stormwind,Minion,<b>Battlecry:</b> Repeat the last <b>Battlecry</b> you played.,Shaman,Common,3.0,[{'name': 'Battlecry'}],3.0,3.0,Beast,,,United in Stormwind,,
14459,Cargo Guard,United in Stormwind,Minion,"At the end of your turn, gain 3 Armor.",Warrior,Rare,4.0,,3.0,2.0,Pirate,,,United in Stormwind,,
14461,Catacomb Guard,United in Stormwind,Minion,[x]<b>Lifesteal</b>\n<b>Battlecry:</b> Deal damage\nequal to this minion's Attack\nto an enemy minion.,Paladin,Rare,4.0,"[{'name': 'Battlecry'}, {'name': 'Lifesteal'}]",3.0,1.0,,,,United in Stormwind,,
14462,Chaos Leech,United in Stormwind,Spell,<b>Lifesteal</b>. Deal $3 damage to a minion.\n<b>Outcast:</b> Deal $5 instead.,Demon Hunter,Rare,,"[{'name': 'Lifesteal'}, {'name': 'Outcast'}]",3.0,,,Fel,,United in Stormwind,,
14463,Charged Call,United in Stormwind,Spell,[x]<b>Discover</b> a @-Cost\nminion and summon it. \n<i>(Upgraded for each <b>Overload</b>\n card you played this game!)</i>,Shaman,Rare,,"[{'name': 'Discover'}, {'name': 'Overload'}]",3.0,,,Nature,,United in Stormwind,,
14464,Cookie the Cook,United in Stormwind,Minion,[x]<b>Lifesteal</b>\n<b>Deathrattle:</b> Equip a 2/3\n__Stirring Rod with <b>Lifesteal</b>._,Shaman,Legendary,3.0,"[{'name': 'Deathrattle'}, {'name': 'Lifesteal'}]",3.0,2.0,Murloc,,,United in Stormwind,,
14466,Copycat,United in Stormwind,Minion,<b>Battlecry:</b> Add a copy of the next card your opponent plays to your hand.,Priest,Rare,4.0,[{'name': 'Battlecry'}],3.0,3.0,Beast,,,United in Stormwind,,
14467,Crow's Nest Lookout,United in Stormwind,Minion,[x]<b>Battlecry:</b> Deal 2 damage\nto the left and right-most\nenemy minions.,Demon Hunter,Common,2.0,[{'name': 'Battlecry'}],3.0,2.0,Demon,,,United in Stormwind,,
14469,Defias Cannoneer,United in Stormwind,Minion,"[x]After your hero attacks,\ndeal 2 damage to a\nrandom enemy twice.",Warrior,Common,3.0,,3.0,3.0,Pirate,,,United in Stormwind,,
14470,Dreaded Mount,United in Stormwind,Spell,"[x]Give a minion +1/+1.\nWhen it dies, summon\nan endless Dreadsteed.",Warlock,Epic,,,3.0,,,,,United in Stormwind,,
14471,Enthusiastic Banker,United in Stormwind,Minion,"[x]At the end of your turn,\nstore a card from your deck.\n<b>Deathrattle:</b> Add the stored\ncards to your hand.",Neutral,Epic,3.0,[{'name': 'Deathrattle'}],3.0,2.0,,,,United in Stormwind,,
14472,Entrapped Sorceress,United in Stormwind,Minion,"[x]<b>Battlecry:</b> If you control a\n_<b>Quest</b>, <b>Discover</b> a spell.",Neutral,Rare,4.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}, {'name': 'Quest'}]",3.0,3.0,,,,United in Stormwind,,
14474,Flightmaster Dungar,United in Stormwind,Minion,[x]<b>Battlecry:</b> Choose a\nflightpath and go <b>Dormant.\n</b> Awaken with a bonus\n__when you complete it!,Neutral,Legendary,3.0,[{'name': 'Battlecry'}],3.0,3.0,,,,United in Stormwind,,
14476,Golakka Glutton,United in Stormwind,Minion,<b>Battlecry:</b> Destroy a Beast and gain +1/+1.,Neutral,Common,3.0,[{'name': 'Battlecry'}],3.0,2.0,Pirate,,,United in Stormwind,,
14478,Heavy Plate,United in Stormwind,Spell,<b>Tradeable</b>\nGain 8 Armor.,Warrior,Common,,[{'name': 'Tradeable'}],3.0,,,,,United in Stormwind,,
14480,Impatient Shopkeep,United in Stormwind,Minion,<b>Tradeable</b>\n<b>Rush</b>,Neutral,Common,3.0,"[{'name': 'Tradeable'}, {'name': 'Rush'}]",3.0,3.0,,,,United in Stormwind,,
14481,Lightbringer's Hammer,United in Stormwind,Weapon,<b>Lifesteal</b>\nCan't attack heroes.,Paladin,Epic,,[{'name': 'Lifesteal'}],3.0,3.0,,,2.0,United in Stormwind,,
14482,Lion's Frenzy,United in Stormwind,Weapon,Has Attack equal to the number of cards you've drawn this turn.,Demon Hunter,Epic,,,3.0,,,,2.0,United in Stormwind,,
14484,Loan Shark,United in Stormwind,Minion,[x]<b>Battlecry:</b> Give your\nopponent a Coin.\n__<b>Deathrattle:</b> You get two.,Rogue,Common,4.0,"[{'name': 'Deathrattle'}, {'name': 'Battlecry'}]",3.0,3.0,Beast,,,United in Stormwind,,
14487,Nobleman,United in Stormwind,Minion,<b>Battlecry:</b> Create a Golden copy of a random card in your hand.,Neutral,Epic,3.0,[{'name': 'Battlecry'}],3.0,2.0,,,,United in Stormwind,,
14488,Northshire Farmer,United in Stormwind,Minion,<b>Battlecry:</b> Choose a friendly Beast. Shuffle three 3/3 copies_into_your_deck.,Neutral,Common,3.0,[{'name': 'Battlecry'}],3.0,3.0,,,,United in Stormwind,,
14489,Oracle of Elune,United in Stormwind,Minion,"[x]After you play a minion\nthat costs (2) or less,\nsummon a copy of it.",Druid,Epic,4.0,,3.0,2.0,,,,United in Stormwind,,
14490,Package Runner,United in Stormwind,Minion,Can only attack if you have at least 8 cards in hand.,Neutral,Common,6.0,,3.0,5.0,,,,United in Stormwind,,
14492,Psyfiend,United in Stormwind,Minion,"After you cast a Shadow spell, deal 2 damage to each hero.",Priest,Rare,4.0,,3.0,3.0,,,,United in Stormwind,,
14493,Ramming Mount,United in Stormwind,Spell,"[x]Give a minion +2/+2\nand <b>Immune</b> while\nattacking. When it dies,\nsummon a Ram.",Hunter,Rare,,,3.0,,,,,United in Stormwind,,
14494,Righteous Defense,United in Stormwind,Spell,Set a minion's Attack and Health to 1. Give the stats it lost to a minion in your hand.,Paladin,Rare,,,3.0,,,Holy,,United in Stormwind,,
14496,Rustrot Viper,United in Stormwind,Minion,[x]<b>Tradeable</b>\n<b>Battlecry:</b> Destroy your\nopponent's weapon.,Neutral,Common,4.0,"[{'name': 'Battlecry'}, {'name': 'Tradeable'}]",3.0,3.0,Beast,,,United in Stormwind,,
14498,SI:7 Operative,United in Stormwind,Minion,"<b>Rush</b>\nAfter this attacks a minion, gain <b>Stealth</b>.",Rogue,Common,4.0,"[{'name': 'Rush'}, {'name': 'Stealth'}]",3.0,2.0,,,,United in Stormwind,,
14499,Sketchy Information,United in Stormwind,Spell,[x]Draw a <b>Deathrattle</b> card\nthat costs (4) or less.\nTrigger its <b>Deathrattle.</b>,Rogue,Rare,,[{'name': 'Deathrattle'}],3.0,,,,,United in Stormwind,,
14502,Stormwind Freebooter,United in Stormwind,Minion,<b>Battlecry:</b> Give your hero +2 Attack this turn.,Warrior,Common,4.0,[{'name': 'Battlecry'}],3.0,3.0,Pirate,,,United in Stormwind,,
14503,Stormwind Piper,United in Stormwind,Minion,"After this minion attacks,\ngive your Beasts +1/+1.",Hunter,Common,6.0,,3.0,1.0,Demon,,,United in Stormwind,,
14505,Traveling Merchant,United in Stormwind,Minion,[x]<b>Tradeable</b>\n<b>Battlecry:</b> Gain +1/+1\nfor each other friendly\n_minion you control.,Neutral,Common,3.0,"[{'name': 'Battlecry'}, {'name': 'Tradeable'}]",3.0,2.0,,,,United in Stormwind,,
14506,Two-Faced Investor,United in Stormwind,Minion,"[x]At the end of your turn,\nreduce the Cost of a card\nin your hand by (1). <i>(50%\nchance to increase.)</i>",Neutral,Rare,4.0,,3.0,2.0,,,,United in Stormwind,,
14509,Blacksmithing Hammer,United in Stormwind,Weapon,"[x]<b>Tradeable</b>\nAfter you <b>Trade</b> this,\n_gain +2 Durability.",Warrior,Rare,,[{'name': 'Tradeable'}],4.0,5.0,,,1.0,United in Stormwind,,
14510,Canal Slogger,United in Stormwind,Minion,"<b>Rush</b>, <b>Lifesteal</b>\n<b>Overload:</b> (1)",Shaman,Common,4.0,"[{'name': 'Rush'}, {'name': 'Lifesteal'}, {'name': 'Overload'}]",4.0,6.0,Elemental,,,United in Stormwind,,
14511,Cheesemonger,United in Stormwind,Minion,"[x]Whenever your opponent\ncasts a spell, add a random\nspell with the same Cost\nto your hand.",Neutral,Epic,6.0,,4.0,3.0,,,,United in Stormwind,,
14512,Counterfeit Blade,United in Stormwind,Weapon,[x]<b>Battlecry:</b> Gain a random\nfriendly <b>Deathrattle</b> that\n_triggered this game.,Rogue,Epic,,"[{'name': 'Deathrattle'}, {'name': 'Battlecry'}]",4.0,4.0,,,2.0,United in Stormwind,,
14513,Dark Alley Pact,United in Stormwind,Spell,[x]Summon a Fiend\nwith stats equal to\nyour hand size.,Warlock,Rare,,,4.0,,,Shadow,,United in Stormwind,,
14517,Deepwater Evoker,United in Stormwind,Minion,[x]<b>Battlecry:</b> Draw a spell.\nGain Armor equal to\nits Cost.,Mage,Rare,4.0,[{'name': 'Battlecry'}],4.0,3.0,Pirate,,,United in Stormwind,,
14518,Demonic Assault,United in Stormwind,Spell,[x]Deal $3 damage.\nSummon two 1/3\nVoidwalkers with <b>Taunt</b>.,Warlock,Common,,[{'name': 'Taunt'}],4.0,,,Fel,,United in Stormwind,,
14519,"Edwin, Defias Kingpin",United in Stormwind,Minion,"[x]<b>Battlecry:</b> Draw a card. If you\nplay it this turn, gain +2/+2\nand repeat this effect.",Rogue,Legendary,4.0,[{'name': 'Battlecry'}],4.0,4.0,Pirate,,,United in Stormwind,,
14520,Felgorger,United in Stormwind,Minion,<b>Battlecry:</b> Draw a Fel spell. Reduce its Cost by (2).,Demon Hunter,Epic,3.0,[{'name': 'Battlecry'}],4.0,4.0,Demon,,,United in Stormwind,,
14521,Fire Sale,United in Stormwind,Spell,<b>Tradeable</b>\nDeal $3 damage\nto all minions.,Mage,Common,,[{'name': 'Tradeable'}],4.0,,,Fire,,United in Stormwind,,
14522,First Blade of Wrynn,United in Stormwind,Minion,[x]<b>Divine Shield</b>\n<b>Battlecry:</b> Gain <b>Rush</b> if this\nhas at least 4 Attack.,Paladin,Epic,5.0,"[{'name': 'Battlecry'}, {'name': 'Divine Shield'}, {'name': 'Rush'}]",4.0,3.0,,,,United in Stormwind,,
14525,Granite Forgeborn,United in Stormwind,Minion,<b>Battlecry:</b> Reduce the cost of Elementals in your hand and deck by (1).,Shaman,Rare,4.0,[{'name': 'Battlecry'}],4.0,4.0,Elemental,,,United in Stormwind,,
14526,Guild Trader,United in Stormwind,Minion,<b>Tradeable</b>\n<b>Spell Damage +2</b>,Neutral,Common,4.0,"[{'name': 'Tradeable'}, {'name': 'Spell Damage'}]",4.0,3.0,,,,United in Stormwind,,
14527,Hullbreaker,United in Stormwind,Minion,[x]<b>Battlecry and Deathrattle:</b>\nDraw a spell. Your hero takes\ndamage equal to its Cost.,Warlock,Rare,3.0,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}]",4.0,4.0,Demon,,,United in Stormwind,,
14528,Kodo Mount,United in Stormwind,Spell,"Give a minion +4/+2 and <b>Rush</b>. When it dies, summon a Kodo.",Druid,Rare,,[{'name': 'Rush'}],4.0,,,,,United in Stormwind,,
14533,Monstrous Parrot,United in Stormwind,Minion,[x]<b>Battlecry:</b> Repeat the last\nfriendly <b>Deathrattle</b>\nthat triggered.,Hunter,Common,4.0,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}]",4.0,3.0,Beast,,,United in Stormwind,,
14534,Multicaster,United in Stormwind,Minion,[x]<b>Battlecry:</b> Draw a card for\neach different spell school\n_you've cast this game.,Neutral,Rare,4.0,[{'name': 'Battlecry'}],4.0,3.0,Pirate,,,United in Stormwind,,
14535,Park Panther,United in Stormwind,Minion,"[x]<b>Rush</b>. Whenever this\nattacks, give your hero\n+3 Attack this turn.",Druid,Rare,4.0,[{'name': 'Rush'}],4.0,4.0,Beast,,,United in Stormwind,,
14536,Persistent Peddler,United in Stormwind,Minion,<b>Tradeable</b>\n<b>Deathrattle:</b> Summon a Persistent Peddler from your deck.,Demon Hunter,Rare,3.0,"[{'name': 'Deathrattle'}, {'name': 'Tradeable'}]",4.0,4.0,,,,United in Stormwind,,
14538,Remote-Controlled Golem,United in Stormwind,Minion,"[x]After this takes damage,\nshuffle two Golem Parts into\nyour deck. When drawn,\n__summon a 2/1 Mech.",Warrior,Epic,6.0,,4.0,3.0,Mech,,,United in Stormwind,,
14539,Rodent Nest,United in Stormwind,Minion,<b>Deathrattle:</b> Summon five 1/1 Rats.,Hunter,Common,2.0,[{'name': 'Deathrattle'}],4.0,2.0,,,,United in Stormwind,,
14540,Royal Librarian,United in Stormwind,Minion,[x]<b>Tradeable</b>\n<b>Battlecry:</b> <b>Silence</b>\na minion.,Neutral,Common,4.0,"[{'name': 'Battlecry'}, {'name': 'Tradeable'}, {'name': 'Silence'}]",4.0,3.0,,,,United in Stormwind,,
14541,SI:7 Informant,United in Stormwind,Minion,<b>Battlecry:</b> Gain +1/+1 for each other SI:7 card you've played this game.,Rogue,Common,3.0,[{'name': 'Battlecry'}],4.0,3.0,,,,United in Stormwind,,
14542,Spice Bread Baker,United in Stormwind,Minion,<b>Battlecry:</b> Restore Health to your hero equal to your hand size.,Neutral,Common,2.0,[{'name': 'Battlecry'}],4.0,3.0,,,,United in Stormwind,,
14543,Spirit Alpha,United in Stormwind,Minion,"[x]After you play a card with\n<b>Overload</b>, summon a 2/3\nSpirit Wolf with <b>Taunt</b>.",Shaman,Common,5.0,"[{'name': 'Overload'}, {'name': 'Taunt'}]",4.0,2.0,,,,United in Stormwind,,
14545,Stubborn Suspect,United in Stormwind,Minion,<b>Deathrattle:</b> Summon a random 3-Cost minion.,Neutral,Common,3.0,[{'name': 'Deathrattle'}],4.0,3.0,,,,United in Stormwind,,
